Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
12.20,-116.69732252,32.73117479,1034.00,0.00000,0.00000,0.00000
12.20,-116.69732252,32.73117479,1034.00,0.00000,0.00000,0.00000
12.20,-116.69732252,32.73117479,1034.00,0.00000,0.00000,0.00000
12.20,-116.69732252,32.73117479,1034.00,0.00000,0.00000,0.00000
12.20,-116.69732252,32.73117479,1034.00,0.00000,0.00000,0.00000
12.20,-116.70501085,32.71626282,1414.00,0.00000,0.00000,0.00000
12.20,-116.70501085,32.71626282,1414.00,0.00000,0.00000,0.00000
12.20,-116.70501085,32.71626282,1414.00,0.00000,0.00000,0.00000
12.20,-116.70501085,32.71626282,1414.00,0.00000,0.00000,0.00000
12.20,-116.70501085,32.71626282,1414.00,0.00000,0.00000,0.00000
12.20,-116.70501085,32.71626282,1414.00,0.00000,0.00000,0.00000
12.20,-116.70084634,32.72973749,-206.00,0.00000,0.00000,0.00000
12.20,-116.70084634,32.72973749,-206.00,0.00000,0.00000,0.00000
12.20,-116.70084634,32.72973749,-206.00,0.00000,0.00000,0.00000
12.20,-116.70084634,32.72973749,-206.00,0.00000,0.00000,0.00000
12.20,-116.70084634,32.72973749,-206.00,0.00000,0.00000,0.00000
12.20,-116.70084634,32.72973749,-206.00,0.00000,0.00000,0.00000
12.20,-116.70202095,32.70880684,2044.00,0.00000,0.00000,0.00000
12.20,-116.70202095,32.70880684,2044.00,0.00000,0.00000,0.00000
12.20,-116.70202095,32.70880684,2044.00,0.00000,0.00000,0.00000
12.20,-116.70202095,32.70880684,2044.00,0.00000,0.00000,0.00000
12.20,-116.70202095,32.70880684,2044.00,0.00000,0.00000,0.00000
12.20,-116.70202095,32.70880684,2044.00,0.00000,0.00000,0.00000
12.20,-116.69913782,32.72506627,1984.00,0.00000,0.00000,0.00000
12.20,-116.69913782,32.72506627,1984.00,0.00000,0.00000,0.00000
12.20,-116.69913782,32.72506627,1984.00,0.00000,0.00000,0.00000
12.20,-116.69913782,32.72506627,1984.00,0.00000,0.00000,0.00000
12.20,-116.69913782,32.72506627,1984.00,0.00000,0.00000,0.00000
12.20,-116.69913782,32.72506627,1984.00,0.00000,0.00000,0.00000
12.30,-116.69742930,32.73117479,1034.00,0.00000,0.00000,0.00000
12.30,-116.69742930,32.73117479,1034.00,0.00000,0.00000,0.00000
